73,-0.66,-1.39,85.22,65.47,25.43,11.11,3,2
74,-0.71,-1.27,85.24,65.47,25.43,11.11,3,2
75,-0.65,-1.14,69.95,52.63,12.54,0,4,2
76,-0.7,-0.99,69.81,52.63,12.42,0,4,2
77,-1.52,-6.24,65.31,32.79,33.69,0,0,2
78,-1.67,-6.98,64.71,32.79,33.1,0,0,2
79,-2.09,-7.16,56.34,32.79,24.61,0,0,2
80,-2.27,-6.99,55.65,32.79,23.9,0,0,2
81,-0.97,-5.18,73.06,32.79,41.46,0,0,2
82,-1.14,-5.58,72.46,32.79,40.86,0,0,2
83,-3.43,-4.99,55.09,41.67,38.89,22.22,1,2
84,-3.59,-3.52,54.61,41.67,38.19,22.22,1,2
85,-2.58,-7.97,64.72,41.67,52.66,22.22,1,2
86,-2.76,-7.75,64.23,41.67,51.97,22.22,1,2
87,-8.65,-0.25,67.84,54.23,34.37,22.22,1,2
88,-8.63,-0.16,67.8,54.23,34.26,22.22,1,2
89,-1.38,-3.74,73.22,40.54,42.48,0,2,2
90,-1.44,-4.35,72.97,40.54,42.24,0,2,2
91,-1.51,-1.89,74.1,40.54,42.82,0,2,2
92,-1.39,-3.09,73.85,40.54,42.59,0,2,2
93,-1.44,-4.35,72.03,40.54,40.39,0,2,2
94,-1.64,-3.51,71.55,40.54,39.47,0,2,2
95,-1.62,-2.28,62.8,40.54,26.27,0,2,2
96,-1.89,-1.16,62.84,40.54,26.27,0,2,2
97,-3.58,-6.13,47.44,36.9,23.43,11.11,3,2
98,-3.72,-4.7,46.98,36.9,22.82,11.11,3,2
99,-2.19,-8.31,60.76,36.9,41.79,11.11,3,2
100,-2.45,-7.61,60.1,36.9,40.82,11.11,3,2
101,-3.96,-2.29,43.41,36.9,17.63,11.11,3,2
102,-4.25,-0.51,42.87,36.9,16.79,11.11,3,2
103,-2.25,-4.53,53.43,29.85,6.55,0,3,2
104,-2.37,-3.37,52.89,29.85,5.5,0,3,2
105,-1.91,-5,59.14,29.85,11.35,0,3,2
106,-2.04,-5.02,58.69,29.85,10.99,0,3,2
107,-3.09,-1.94,62.58,45.52,24.19,0,1,2
108,-3.03,-2.78,62.2,45.52,23.26,0,1,2
109,-3.04,-3.04,61.33,45.05,23.84,0,1,2
110,-3.2,-3.73,61.9,45.05,24.88,0,1,2
111,-2.15,-0.52,80.2,63.61,44.9,22.22,2,3
112,-1.84,-0.61,80.22,63.61,44.9,22.22,2,3
113,-1.84,0.48,81.34,63.61,48.96,22.22,2,3
114,-1.87,-0.73,81.36,63.61,48.96,22.22,2,3
115,-1.97,0.03,81.61,63.61,49.53,22.22,2,3
116,-1.99,-1.12,81.62,63.61,49.53,22.22,2,3
117,-0.33,-0.06,97.46,89.55,42.9,33.33,3,3
118,-0.38,-0.07,97.46,89.55,42.9,33.33,3,3
119,-0.38,-0.07,96.71,29.85,42.43,0,3,3
120,-0.38,-0.07,96.12,29.85,41.96,0,3,3
121,-0.09,-0.5,89,36.9,80.09,11.11,3,3
122,-0.32,-1.66,88.51,36.9,79.51,11.11,3,3
123,0.08,-0.31,91.98,36.93,83.91,11.11,3,3
124,0.08,-0.31,91.59,36.93,83.45,11.11,3,3
125,4.1,-3.33,86.13,53.96,77.55,33.33,6,3
126,4.07,-3.86,85.85,53.96,77.08,33.33,6,3
127,3.97,-3.7,77.89,53.96,63.74,33.33,6,3
128,4.06,-3.01,77.6,53.96,63.25,33.33,6,3
129,-1.35,-3.32,88.52,60.34,83.1,44.44,6,3
130,-1.45,-3.35,88.39,60.34,82.87,44.44,6,3
131,1.23,-1.05,100,100,27.6,22.22,0,3
132,1.25,-1.08,100,100,27.48,22.22,0,3
133,2.61,-1.61,91.76,41.58,21.99,0,0,3
134,2.55,-2.02,91.38,41.58,21.64,0,0,3
135,2.31,-1.13,89.85,41.58,23.38,0,0,3
136,2.34,-0.37,89.85,41.58,23.49,0,0,3
137,-0.5,-0.17,95.49,91.09,78.02,66.67,0,3
138,-0.34,0.24,95.5,91.09,78.02,66.67,0,3
139,-0.1,-2.93,87.69,51.6,67.89,22.22,0,3
140,-0.1,-2.93,87.37,51.6,67.52,22.22,0,3
141,-0.94,-5.02,77.71,51.6,53.62,22.22,0,3
142,-1.13,-4.83,77.31,51.6,53.14,22.22,0,3
143,0.01,-0.83,97.76,96.93,35.67,33.33,2,3
144,-0.01,-0.79,97.74,96.93,35.55,33.33,2,3
145,-0.06,-0.48,96.85,81.17,34.15,22.22,2,3
146,-0.08,-0.6,96.68,81.17,34.03,22.22,2,3
147,-0.03,-0.27,94.97,81.17,32.04,22.22,2,3
148,-0.07,-0.41,94.81,81.17,31.93,22.22,2,3
149,-0.14,-0.68,93.5,81.17,30.99,22.22,2,3
150,-0.18,-0.79,93.34,81.17,30.87,22.22,2,3
151,0,0,100,100,100,100,0,4
152,0,0,100,100,100,100,0,4
153,0,0,100,100,100,100,0,4
154,0,0,100,100,100,100,0,4
155,0.01,0,100,100,100,100,0,4
156,0.01,0,100,100,100,100,0,4
157,0.05,0,100,100,100,100,1,4
158,-0.01,-0.04,99.82,83.33,99.76,77.78,1,4
159,-0.01,-0.05,99.82,83.33,99.76,77.78,1,4
160,-0.01,-0.05,99.82,83.33,99.76,77.78,1,4
161,0,0,100,100,100,100,0,4
162,0,0,100,100,100,100,0,4
163,0,0,100,100,100,100,0,4
164,0,0,100,100,100,100,0,4
165,0,0,100,100,100,100,0,4
166,0,0,100,100,100,100,0,4
167,0,0,100,100,100,100,0,4
168,0,0,100,100,100,100,0,4
169,0,0,100,100,100,100,0,4
170,0,0,100,100,100,100,0,4
171,0,0,100,100,100,100,0,4
172,0,0,100,100,100,100,0,4
173,0,0,100,100,100,100,0,4
174,0,0,100,100,100,100,0,4
175,0,0,100,100,100,100,0,4
176,0,0,100,100,100,100,0,4
177,0,0,100,100,100,100,0,4
178,0,0,100,100,100,100,0,4
179,0,0,100,100,100,100,0,4
180,0,0,100,100,100,100,0,4
181,0,0,100,100,100,100,0,4
182,0,0,100,100,100,100,0,4
183,0,0,100,100,100,100,0,4
184,0,0,100,100,100,100,0,4
185,0,0,100,100,100,100,0,4
186,0,0,100,100,100,100,0,4
187,0,0,100,100,100,100,0,4
188,0,0,100,100,100,100,0,4
189,0,0,100,100,100,100,0,4
190,0,0,100,100,100,100,0,4
191,0,0,100,100,100,100,0,4
192,0,0,100,100,100,100,0,4
193,0,0,100,100,100,100,0,4
194,0,0,100,100,100,100,0,4
195,0,0,100,100,100,100,0,4
196,0,0,100,100,100,100,0,4
197,0,0,100,100,100,100,0,4
198,0,0,100,100,100,100,0,4
199,0,0,100,100,100,100,0,4
200,0,0,100,100,100,100,0,4
201,-0.26,-0.17,63.8,50.25,2.33,0,6,3
202,-0.34,0.34,63.25,50.25,2.22,0,6,3
203,-0.74,-0.18,52.49,50.25,0.09,0,6,3
204,-0.74,-0.18,52.01,50.25,0,0,6,3
205,-6.1,-1.69,73.8,51.12,45.6,22.22,0,3
206,-6.13,-0.67,73.75,51.12,45.48,22.22,0,3
207,-6.05,-1.82,75.27,51.12,48.38,22.22,0,3
208,-6.04,-1.61,75.01,51.12,48.03,22.22,0,3
209,-0.33,-2.18,63.34,42.02,16.67,0,3,3
210,-0.34,-2.08,63.34,42.02,16.67,0,3,3
211,-0.32,-2.19,64.58,42.02,16.67,0,3,3
212,-0.32,-2.19,64.37,42.02,16.67,0,3,3
213,-1.16,-1.3,70.99,68.97,10.04,9.09,7,3
214,-1.18,0,70.7,68.97,9.09,9.09,7,3
215,-1.25,0.08,73.11,67.8,11.2,9.09,7,3
216,-1.25,0.08,72.77,67.8,11.1,9.09,7,3
217,0,0,75.01,63.56,15.16,0,5,2
218,-0.62,-0.62,75.02,63.56,15.16,0,5,2
219,0,0,77.73,61.73,18.72,0,4,2
220,0.09,0.09,77.95,61.73,18.84,0,4,2
221,0,0,67.33,37.38,26.04,0,4,2
222,-0.02,-0.01,68.4,40.82,19.79,0,6,2
223,-0.02,0,68.4,40.82,19.79,0,6,2
224,0,0,53.47,43.1,16.67,0,4,2
225,0,0,53.49,43.29,16.67,0,4,2
226,0,0,55.71,47.17,15.79,0,3,2
